"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Percentage Aged Under 15","2022","Raphoe, Co Donegal","Male","%","20.8"
"Percentage Aged Under 15","2022","Raphoe, Co Donegal","Female","%","19"
"Percentage Aged Under 15","2022","Manorcunningham, Co Donegal","Both sexes","%","28"
"Percentage Aged Under 15","2022","Manorcunningham, Co Donegal","Male","%","28"
"Percentage Aged Under 15","2022","Manorcunningham, Co Donegal","Female","%","28"
"Percentage Aged Under 15","2022","Ramelton, Co Donegal","Both sexes","%","17.2"
"Percentage Aged Under 15","2022","Ramelton, Co Donegal","Male","%","18.1"
"Percentage Aged Under 15","2022","Ramelton, Co Donegal","Female","%","16.5"
"Percentage Aged Under 15","2022","Convoy, Co Donegal","Both sexes","%","23"
"Percentage Aged Under 15","2022","Convoy, Co Donegal","Male","%","24.6"
"Percentage Aged Under 15","2022","Convoy, Co Donegal","Female","%","21.5"
"Percentage Aged Under 15","2022","Carrowkeel, Co Donegal","Both sexes","%","19.3"
"Percentage Aged Under 15","2022","Carrowkeel, Co Donegal","Male","%","18.8"
"Percentage Aged Under 15","2022","Carrowkeel, Co Donegal","Female","%","19.7"
"Percentage Aged Under 15","2022","Killygordon, Co Donegal","Both sexes","%","24"
"Percentage Aged Under 15","2022","Killygordon, Co Donegal","Male","%","26.5"
"Percentage Aged Under 15","2022","Killygordon, Co Donegal","Female","%","21.6"
"Percentage Aged Under 15","2022","Milford, Co Donegal","Both sexes","%","20.8"
"Percentage Aged Under 15","2022","Milford, Co Donegal","Male","%","20.9"
"Percentage Aged Under 15","2022","Milford, Co Donegal","Female","%","20.8"
"Percentage Aged Under 15","2022","Letterkenny, Co Donegal","Both sexes","%","21.5"
"Percentage Aged Under 15","2022","Letterkenny, Co Donegal","Male","%","22.3"
"Percentage Aged Under 15","2022","Letterkenny, Co Donegal","Female","%","20.7"
"Percentage Aged Under 15","2022","Drumkeen, Co Donegal","Both sexes","%","20.1"
"Percentage Aged Under 15","2022","Drumkeen, Co Donegal","Male","%","21.2"
"Percentage Aged Under 15","2022","Drumkeen, Co Donegal","Female","%","19"
"Percentage Aged Under 15","2022","Kilmacrennan, Co Donegal","Both sexes","%","24.3"
"Percentage Aged Under 15","2022","Kilmacrennan, Co Donegal","Male","%","25.7"
"Percentage Aged Under 15","2022","Kilmacrennan, Co Donegal","Female","%","23"
"Percentage Aged Under 15","2022","Ballybofey-Stranorlar, Co Donegal","Both sexes","%","21.3"
"Percentage Aged Under 15","2022","Ballybofey-Stranorlar, Co Donegal","Male","%","22.1"
"Percentage Aged Under 15","2022","Ballybofey-Stranorlar, Co Donegal","Female","%","20.4"
"Percentage Aged Under 15","2022","Carraig Airt, Co Donegal","Both sexes","%","16.7"
"Percentage Aged Under 15","2022","Carraig Airt, Co Donegal","Male","%","13.9"
"Percentage Aged Under 15","2022","Carraig Airt, Co Donegal","Female","%","19.1"
"Percentage Aged Under 15","2022","Pettigo, Co Donegal","Both sexes","%","11.4"
"Percentage Aged Under 15","2022","Pettigo, Co Donegal","Male","%","9.6"
"Percentage Aged Under 15","2022","Pettigo, Co Donegal","Female","%","12.9"
"Percentage Aged Under 15","2022","Na Dúnaibh, Co Donegal","Both sexes","%","16.8"
"Percentage Aged Under 15","2022","Na Dúnaibh, Co Donegal","Male","%","18"
"Percentage Aged Under 15","2022","Na Dúnaibh, Co Donegal","Female","%","15.7"
"Percentage Aged Under 15","2022","Creeslough, Co Donegal","Both sexes","%","16.8"
"Percentage Aged Under 15","2022","Creeslough, Co Donegal","Male","%","18.9"
"Percentage Aged Under 15","2022","Creeslough, Co Donegal","Female","%","14.7"
"Percentage Aged Under 15","2022","Dunfanaghy, Co Donegal","Both sexes","%","16.4"
"Percentage Aged Under 15","2022","Dunfanaghy, Co Donegal","Male","%","19.8"
"Percentage Aged Under 15","2022","Dunfanaghy, Co Donegal","Female","%","13.4"
"Percentage Aged Under 15","2022","Laghy, Co Donegal","Both sexes","%","18.8"
"Percentage Aged Under 15","2022","Laghy, Co Donegal","Male","%","21.3"
"Percentage Aged Under 15","2022","Laghy, Co Donegal","Female","%","16.1"
"Percentage Aged Under 15","2022","An Fál Carrach, Co Donegal","Both sexes","%","16.9"
"Percentage Aged Under 15","2022","An Fál Carrach, Co Donegal","Male","%","20.5"
"Percentage Aged Under 15","2022","An Fál Carrach, Co Donegal","Female","%","13.8"
"Percentage Aged Under 15","2022","Donegal, Co Donegal","Both sexes","%","18.6"
"Percentage Aged Under 15","2022","Donegal, Co Donegal","Male","%","20.2"
"Percentage Aged Under 15","2022","Donegal, Co Donegal","Female","%","17.1"
"Percentage Aged Under 15","2022","Ballintra, Co Donegal","Both sexes","%","21.5"
"Percentage Aged Under 15","2022","Ballintra, Co Donegal","Male","%","23.5"
"Percentage Aged Under 15","2022","Ballintra, Co Donegal","Female","%","19.5"
"Percentage Aged Under 15","2022","Gort an Choirce, Co Donegal","Both sexes","%","16.3"
"Percentage Aged Under 15","2022","Gort an Choirce, Co Donegal","Male","%","19.6"
"Percentage Aged Under 15","2022","Gort an Choirce, Co Donegal","Female","%","13.1"
"Percentage Aged Under 15","2022","Mín Lárach, Co Donegal","Both sexes","%","20.1"
"Percentage Aged Under 15","2022","Mín Lárach, Co Donegal","Male","%","22.4"
"Percentage Aged Under 15","2022","Mín Lárach, Co Donegal","Female","%","17.8"
"Percentage Aged Under 15","2022","Ballyshannon, Co Donegal","Both sexes","%","15.8"
"Percentage Aged Under 15","2022","Ballyshannon, Co Donegal","Male","%","17.2"
"Percentage Aged Under 15","2022","Ballyshannon, Co Donegal","Female","%","14.5"
"Percentage Aged Under 15","2022","Mountcharles, Co Donegal","Both sexes","%","21.9"
"Percentage Aged Under 15","2022","Mountcharles, Co Donegal","Male","%","23.4"
"Percentage Aged Under 15","2022","Mountcharles, Co Donegal","Female","%","20.5"
"Percentage Aged Under 15","2022","Bun Na Leaca, Co Donegal","Both sexes","%","19"
"Percentage Aged Under 15","2022","Bun Na Leaca, Co Donegal","Male","%","18.1"
"Percentage Aged Under 15","2022","Bun Na Leaca, Co Donegal","Female","%","19.9"
"Percentage Aged Under 15","2022","Doirí Beaga, Co Donegal","Both sexes","%","15.9"
"Percentage Aged Under 15","2022","Doirí Beaga, Co Donegal","Male","%","15.6"
"Percentage Aged Under 15","2022","Doirí Beaga, Co Donegal","Female","%","16.1"
"Percentage Aged Under 15","2022","Bundoran, Co Donegal","Both sexes","%","19.9"
"Percentage Aged Under 15","2022","Bundoran, Co Donegal","Male","%","22.1"
"Percentage Aged Under 15","2022","Bundoran, Co Donegal","Female","%","17.9"
"Percentage Aged Under 15","2022","Loch an Iúir, Co Donegal","Both sexes","%","19.9"
"Percentage Aged Under 15","2022","Loch an Iúir, Co Donegal","Male","%","23.6"
"Percentage Aged Under 15","2022","Loch an Iúir, Co Donegal","Female","%","16.6"
"Percentage Aged Under 15","2022","Glenties, Co Donegal","Both sexes","%","16.7"
"Percentage Aged Under 15","2022","Glenties, Co Donegal","Male","%","15.6"
"Percentage Aged Under 15","2022","Glenties, Co Donegal","Female","%","17.7"
"Percentage Aged Under 15","2022","An Bun Beag, Co Donegal","Both sexes","%","17.2"
"Percentage Aged Under 15","2022","An Bun Beag, Co Donegal","Male","%","19.1"
"Percentage Aged Under 15","2022","An Bun Beag, Co Donegal","Female","%","15.3"
"Percentage Aged Under 15","2022","Rann na Feirste, Co Donegal","Both sexes","%","14.6"
"Percentage Aged Under 15","2022","Rann na Feirste, Co Donegal","Male","%","17"
"Percentage Aged Under 15","2022","Rann na Feirste, Co Donegal","Female","%","12"
"Percentage Aged Under 15","2022","Anagaire, Co Donegal","Both sexes","%","16.5"
"Percentage Aged Under 15","2022","Anagaire, Co Donegal","Male","%","19.4"
"Percentage Aged Under 15","2022","Anagaire, Co Donegal","Female","%","13.4"
"Percentage Aged Under 15","2022","Dunkineely, Co Donegal","Both sexes","%","16.2"
"Percentage Aged Under 15","2022","Dunkineely, Co Donegal","Male","%","17"
"Percentage Aged Under 15","2022","Dunkineely, Co Donegal","Female","%","15.5"
"Percentage Aged Under 15","2022","An Clochán Liath, Co Donegal","Both sexes","%","14.7"
"Percentage Aged Under 15","2022","An Clochán Liath, Co Donegal","Male","%","13.9"
"Percentage Aged Under 15","2022","An Clochán Liath, Co Donegal","Female","%","15.4"
"Percentage Aged Under 15","2022","Ardara, Co Donegal","Both sexes","%","17.2"
"Percentage Aged Under 15","2022","Ardara, Co Donegal","Male","%","17.7"
"Percentage Aged Under 15","2022","Ardara, Co Donegal","Female","%","16.8"
"Percentage Aged Under 15","2022","Ailt An Chorráin, Co Donegal","Both sexes","%","15.8"
"Percentage Aged Under 15","2022","Ailt An Chorráin, Co Donegal","Male","%","15.4"
"Percentage Aged Under 15","2022","Ailt An Chorráin, Co Donegal","Female","%","16.1"
"Percentage Aged Under 15","2022","Killybegs, Co Donegal","Both sexes","%","16.2"
"Percentage Aged Under 15","2022","Killybegs, Co Donegal","Male","%","17.1"
"Percentage Aged Under 15","2022","Killybegs, Co Donegal","Female","%","15.3"
"Percentage Aged Under 15","2022","Cill Charthaigh, Co Donegal","Both sexes","%","18.4"
"Percentage Aged Under 15","2022","Cill Charthaigh, Co Donegal","Male","%","17.9"
"Percentage Aged Under 15","2022","Cill Charthaigh, Co Donegal","Female","%","18.8"
"Percentage Aged Under 15","2022","An Charraig, Co Donegal","Both sexes","%","18.8"
"Percentage Aged Under 15","2022","An Charraig, Co Donegal","Male","%","17.5"
"Percentage Aged Under 15","2022","An Charraig, Co Donegal","Female","%","20.1"
"Percentage Aged Under 15","2022","Gleann Cholm Cille, Co Donegal","Both sexes","%","19.8"
"Percentage Aged Under 15","2022","Gleann Cholm Cille, Co Donegal","Male","%","21.7"
"Percentage Aged Under 15","2022","Gleann Cholm Cille, Co Donegal","Female","%","17.9"
"Percentage Aged Under 15","2022","Inniskeen, Co Monaghan","Both sexes","%","22.2"
"Percentage Aged Under 15","2022","Inniskeen, Co Monaghan","Male","%","23.7"
"Percentage Aged Under 15","2022","Inniskeen, Co Monaghan","Female","%","20.7"
"Percentage Aged Under 15","2022","Oram, Co Monaghan","Both sexes","%","29.8"
"Percentage Aged Under 15","2022","Oram, Co Monaghan","Male","%","28.9"
"Percentage Aged Under 15","2022","Oram, Co Monaghan","Female","%","30.6"
"Percentage Aged Under 15","2022","Carrickmacross, Co Monaghan","Both sexes","%","21.9"
"Percentage Aged Under 15","2022","Carrickmacross, Co Monaghan","Male","%","21.9"
"Percentage Aged Under 15","2022","Carrickmacross, Co Monaghan","Female","%","21.9"
"Percentage Aged Under 15","2022","Castleblayney, Co Monaghan","Both sexes","%","21.5"
"Percentage Aged Under 15","2022","Castleblayney, Co Monaghan","Male","%","22.5"
"Percentage Aged Under 15","2022","Castleblayney, Co Monaghan","Female","%","20.5"
"Percentage Aged Under 15","2022","Annayalla, Co Monaghan","Both sexes","%","32.2"
"Percentage Aged Under 15","2022","Annayalla, Co Monaghan","Male","%","27.1"
"Percentage Aged Under 15","2022","Annayalla, Co Monaghan","Female","%","36.7"
"Percentage Aged Under 15","2022","Doohamlat, Co Monaghan","Both sexes","%","30"
"Percentage Aged Under 15","2022","Doohamlat, Co Monaghan","Male","%","32.6"
"Percentage Aged Under 15","2022","Doohamlat, Co Monaghan","Female","%","27.4"
"Percentage Aged Under 15","2022","Clontibret, Co Monaghan","Both sexes","%","26.7"
"Percentage Aged Under 15","2022","Clontibret, Co Monaghan","Male","%","25.3"
"Percentage Aged Under 15","2022","Clontibret, Co Monaghan","Female","%","28"
"Percentage Aged Under 15","2022","Ballybay, Co Monaghan","Both sexes","%","21.7"
"Percentage Aged Under 15","2022","Ballybay, Co Monaghan","Male","%","22.4"
"Percentage Aged Under 15","2022","Ballybay, Co Monaghan","Female","%","20.9"
"Percentage Aged Under 15","2022","Glaslough, Co Monaghan","Both sexes","%","22.1"
"Percentage Aged Under 15","2022","Glaslough, Co Monaghan","Male","%","27.2"
"Percentage Aged Under 15","2022","Glaslough, Co Monaghan","Female","%","17.4"
"Percentage Aged Under 15","2022","Emyvale, Co Monaghan","Both sexes","%","17.1"
"Percentage Aged Under 15","2022","Emyvale, Co Monaghan","Male","%","14.9"
"Percentage Aged Under 15","2022","Emyvale, Co Monaghan","Female","%","19.1"
"Percentage Aged Under 15","2022","Monaghan, Co Monaghan","Both sexes","%","18.9"
"Percentage Aged Under 15","2022","Monaghan, Co Monaghan","Male","%","20.6"
"Percentage Aged Under 15","2022","Monaghan, Co Monaghan","Female","%","17.3"
"Percentage Aged Under 15","2022","Rockcorry, Co Monaghan","Both sexes","%","18.5"
"Percentage Aged Under 15","2022","Rockcorry, Co Monaghan","Male","%","18.4"
"Percentage Aged Under 15","2022","Rockcorry, Co Monaghan","Female","%","18.7"
"Percentage Aged Under 15","2022","Bellanode, Co Monaghan","Both sexes","%","22.6"
"Percentage Aged Under 15","2022","Bellanode, Co Monaghan","Male","%","27"
"Percentage Aged Under 15","2022","Bellanode, Co Monaghan","Female","%","18"
"Percentage Aged Under 15","2022","Three Mile House, Co Monaghan","Both sexes","%","12.8"
"Percentage Aged Under 15","2022","Three Mile House, Co Monaghan","Male","%","8.8"
"Percentage Aged Under 15","2022","Three Mile House, Co Monaghan","Female","%","16.3"
"Percentage Aged Under 15","2022","Scotstown, Co Monaghan","Both sexes","%","24.1"
"Percentage Aged Under 15","2022","Scotstown, Co Monaghan","Male","%","24.8"
"Percentage Aged Under 15","2022","Scotstown, Co Monaghan","Female","%","23.4"
"Percentage Aged Under 15","2022","Smithborough, Co Monaghan","Both sexes","%","29.9"
"Percentage Aged Under 15","2022","Smithborough, Co Monaghan","Male","%","32.2"
"Percentage Aged Under 15","2022","Smithborough, Co Monaghan","Female","%","27.6"
"Percentage Aged Under 15","2022","Newbliss, Co Monaghan","Both sexes","%","21.9"
"Percentage Aged Under 15","2022","Newbliss, Co Monaghan","Male","%","26.3"
"Percentage Aged Under 15","2022","Newbliss, Co Monaghan","Female","%","17.3"
"Percentage Aged Under 15","2022","Clones, Co Monaghan","Both sexes","%","19.7"
"Percentage Aged Under 15","2022","Clones, Co Monaghan","Male","%","20"
"Percentage Aged Under 15","2022","Clones, Co Monaghan","Female","%","19.3"
"Percentage Aged Under 15","2022","Scotshouse, Co Monaghan","Both sexes","%","32.5"
"Percentage Aged Under 15","2022","Scotshouse, Co Monaghan","Male","%","34.4"
"Percentage Aged Under 15","2022","Scotshouse, Co Monaghan","Female","%","30.5"
"Percentage Aged Under 15","2022","State","Both sexes","%","19.5"
"Percentage Aged Under 15","2022","State","Male","%","20.4"
"Percentage Aged Under 15","2022","State","Female","%","18.7"
"Percentage Aged 15-64","2022","Hacketstown, Co Carlow","Both sexes","%","63.9"
"Percentage Aged 15-64","2022","Hacketstown, Co Carlow","Male","%","62.9"
"Percentage Aged 15-64","2022","Hacketstown, Co Carlow","Female","%","64.9"
"Percentage Aged 15-64","2022","Clonegall, Co Carlow","Both sexes","%","54.2"
"Percentage Aged 15-64","2022","Clonegall, Co Carlow","Male","%","52.4"
"Percentage Aged 15-64","2022","Clonegall, Co Carlow","Female","%","56"
"Percentage Aged 15-64","2022","Kildavin, Co Carlow","Both sexes","%","63.8"
"Percentage Aged 15-64","2022","Kildavin, Co Carlow","Male","%","63.5"
"Percentage Aged 15-64","2022","Kildavin, Co Carlow","Female","%","64.1"
"Percentage Aged 15-64","2022","Rathvilly, Co Carlow","Both sexes","%","64"
"Percentage Aged 15-64","2022","Rathvilly, Co Carlow","Male","%","62.8"
"Percentage Aged 15-64","2022","Rathvilly, Co Carlow","Female","%","65.1"
"Percentage Aged 15-64","2022","Tullow, Co Carlow","Both sexes","%","63.9"
"Percentage Aged 15-64","2022","Tullow, Co Carlow","Male","%","63.5"
"Percentage Aged 15-64","2022","Tullow, Co Carlow","Female","%","64.3"
"Percentage Aged 15-64","2022","Ballon, Co Carlow","Both sexes","%","65"
"Percentage Aged 15-64","2022","Ballon, Co Carlow","Male","%","64.2"
"Percentage Aged 15-64","2022","Ballon, Co Carlow","Female","%","65.8"
"Percentage Aged 15-64","2022","Myshall, Co Carlow","Both sexes","%","59.2"
"Percentage Aged 15-64","2022","Myshall, Co Carlow","Male","%","59"
"Percentage Aged 15-64","2022","Myshall, Co Carlow","Female","%","59.5"
"Percentage Aged 15-64","2022","Rathtoe, Co Carlow","Both sexes","%","70.3"
"Percentage Aged 15-64","2022","Rathtoe, Co Carlow","Male","%","68.7"
"Percentage Aged 15-64","2022","Rathtoe, Co Carlow","Female","%","71.5"
"Percentage Aged 15-64","2022","Fennagh, Co Carlow","Both sexes","%","64.7"
"Percentage Aged 15-64","2022","Fennagh, Co Carlow","Male","%","62.5"
"Percentage Aged 15-64","2022","Fennagh, Co Carlow","Female","%","66.9"
"Percentage Aged 15-64","2022","Palatine, Co Carlow","Both sexes","%","64.9"
"Percentage Aged 15-64","2022","Palatine, Co Carlow","Male","%","67.6"
"Percentage Aged 15-64","2022","Palatine, Co Carlow","Female","%","62.1"
"Percentage Aged 15-64","2022","Kernanstown, Co Carlow","Both sexes","%","62.8"
"Percentage Aged 15-64","2022","Kernanstown, Co Carlow","Male","%","65.2"
"Percentage Aged 15-64","2022","Kernanstown, Co Carlow","Female","%","60.2"
"Percentage Aged 15-64","2022","Tinryland, Co Carlow","Both sexes","%","66.3"
"Percentage Aged 15-64","2022","Tinryland, Co Carlow","Male","%","64"
"Percentage Aged 15-64","2022","Tinryland, Co Carlow","Female","%","68.4"
"Percentage Aged 15-64","2022","Borris, Co Carlow","Both sexes","%","55.6"
"Percentage Aged 15-64","2022","Borris, Co Carlow","Male","%","58"
"Percentage Aged 15-64","2022","Borris, Co Carlow","Female","%","53.4"
"Percentage Aged 15-64","2022","Carlow, Counties Carlow & Laois","Both sexes","%","67.9"
"Percentage Aged 15-64","2022","Carlow, Counties Carlow & Laois","Male","%","68.3"
"Percentage Aged 15-64","2022","Carlow, Counties Carlow & Laois","Female","%","67.6"
"Percentage Aged 15-64","2022","Muinebeag (Bagenalstown), Co Carlow","Both sexes","%","62.1"
"Percentage Aged 15-64","2022","Muinebeag (Bagenalstown), Co Carlow","Male","%","61.1"
"Percentage Aged 15-64","2022","Muinebeag (Bagenalstown), Co Carlow","Female","%","63.1"
"Percentage Aged 15-64","2022","Leighlinbridge, Co Carlow","Both sexes","%","66.8"
"Percentage Aged 15-64","2022","Leighlinbridge, Co Carlow","Male","%","66.2"
"Percentage Aged 15-64","2022","Leighlinbridge, Co Carlow","Female","%","67.5"
"Percentage Aged 15-64","2022","Ballinabrannagh, Co Carlow","Both sexes","%","68.8"
"Percentage Aged 15-64","2022","Ballinabrannagh, Co Carlow","Male","%","66.8"
"Percentage Aged 15-64","2022","Ballinabrannagh, Co Carlow","Female","%","70.8"
"Percentage Aged 15-64","2022","Dublin city and suburbs, Counties Dublin & Meath","Both sexes","%","68.6"
"Percentage Aged 15-64","2022","Dublin city and suburbs, Counties Dublin & Meath","Male","%","69"
"Percentage Aged 15-64","2022","Dublin city and suburbs, Counties Dublin & Meath","Female","%","68.2"
"Percentage Aged 15-64","2022","Saggart, Co Dublin","Both sexes","%","60.5"
"Percentage Aged 15-64","2022","Saggart, Co Dublin","Male","%","56.4"
"Percentage Aged 15-64","2022","Saggart, Co Dublin","Female","%","65.8"
"Percentage Aged 15-64","2022","Brittas, Co Dublin","Both sexes","%","65.7"
"Percentage Aged 15-64","2022","Brittas, Co Dublin","Male","%","69.2"
"Percentage Aged 15-64","2022","Brittas, Co Dublin","Female","%","61.3"
"Percentage Aged 15-64","2022","Rathcoole, Co Dublin","Both sexes","%","59.8"
"Percentage Aged 15-64","2022","Rathcoole, Co Dublin","Male","%","59"
"Percentage Aged 15-64","2022","Rathcoole, Co Dublin","Female","%","60.7"
"Percentage Aged 15-64","2022","Newcastle, Co Dublin","Both sexes","%","62.6"
"Percentage Aged 15-64","2022","Newcastle, Co Dublin","Male","%","62.5"
"Percentage Aged 15-64","2022","Newcastle, Co Dublin","Female","%","62.7"
"Percentage Aged 15-64","2022","Loughshinny, Co Dublin","Both sexes","%","57.2"
"Percentage Aged 15-64","2022","Loughshinny, Co Dublin","Male","%","59.2"
"Percentage Aged 15-64","2022","Loughshinny, Co Dublin","Female","%","55.4"
"Percentage Aged 15-64","2022","Rush, Co Dublin","Both sexes","%","66.3"
"Percentage Aged 15-64","2022","Rush, Co Dublin","Male","%","65.9"
"Percentage Aged 15-64","2022","Rush, Co Dublin","Female","%","66.7"
"Percentage Aged 15-64","2022","Portrane, Co Dublin","Both sexes","%","64.3"
"Percentage Aged 15-64","2022","Portrane, Co Dublin","Male","%","65.8"
"Percentage Aged 15-64","2022","Portrane, Co Dublin","Female","%","62.7"
"Percentage Aged 15-64","2022","Skerries, Co Dublin","Both sexes","%","62.8"
"Percentage Aged 15-64","2022","Skerries, Co Dublin","Male","%","62.9"
"Percentage Aged 15-64","2022","Skerries, Co Dublin","Female","%","62.8"
"Percentage Aged 15-64","2022","Portmarnock, Co Dublin","Both sexes","%","57.7"
"Percentage Aged 15-64","2022","Portmarnock, Co Dublin","Male","%","57.5"
"Percentage Aged 15-64","2022","Portmarnock, Co Dublin","Female","%","57.8"
"Percentage Aged 15-64","2022","Donabate, Co Dublin","Both sexes","%","70.4"
"Percentage Aged 15-64","2022","Donabate, Co Dublin","Male","%","69.7"
"Percentage Aged 15-64","2022","Donabate, Co Dublin","Female","%","71.1"
"Percentage Aged 15-64","2022","Malahide, Co Dublin","Both sexes","%","62.8"
"Percentage Aged 15-64","2022","Malahide, Co Dublin","Male","%","62.2"
"Percentage Aged 15-64","2022","Malahide, Co Dublin","Female","%","63.4"
"Percentage Aged 15-64","2022","Lusk, Co Dublin","Both sexes","%","66.6"
"Percentage Aged 15-64","2022","Lusk, Co Dublin","Male","%","65.3"
"Percentage Aged 15-64","2022","Lusk, Co Dublin","Female","%","67.9"
"Percentage Aged 15-64","2022","Kinsaley, Co Dublin","Both sexes","%","61"
"Percentage Aged 15-64","2022","Kinsaley, Co Dublin","Male","%","63.5"
"Percentage Aged 15-64","2022","Kinsaley, Co Dublin","Female","%","59"
"Percentage Aged 15-64","2022","Balrothery, Co Dublin","Both sexes","%","67.3"
"Percentage Aged 15-64","2022","Balrothery, Co Dublin","Male","%","66.3"
"Percentage Aged 15-64","2022","Balrothery, Co Dublin","Female","%","68.2"
"Percentage Aged 15-64","2022","Balbriggan, Co Dublin","Both sexes","%","66.7"
"Percentage Aged 15-64","2022","Balbriggan, Co Dublin","Male","%","65.6"
"Percentage Aged 15-64","2022","Balbriggan, Co Dublin","Female","%","67.8"
"Percentage Aged 15-64","2022","Kinsealy-Drinan, Co Dublin","Both sexes","%","69.9"
"Percentage Aged 15-64","2022","Kinsealy-Drinan, Co Dublin","Male","%","68.2"
"Percentage Aged 15-64","2022","Kinsealy-Drinan, Co Dublin","Female","%","71.5"
"Percentage Aged 15-64","2022","Swords, Co Dublin","Both sexes","%","69"
"Percentage Aged 15-64","2022","Swords, Co Dublin","Male","%","68.8"
"Percentage Aged 15-64","2022","Swords, Co Dublin","Female","%","69.2"
"Percentage Aged 15-64","2022","Ballyboghil, Co Dublin","Both sexes","%","62.2"
"Percentage Aged 15-64","2022","Ballyboghil, Co Dublin","Male","%","59.3"
"Percentage Aged 15-64","2022","Ballyboghil, Co Dublin","Female","%","65"
"Percentage Aged 15-64","2022","Rivermeade, Co Dublin","Both sexes","%","64.5"
"Percentage Aged 15-64","2022","Rivermeade, Co Dublin","Male","%","63"
"Percentage Aged 15-64","2022","Rivermeade, Co Dublin","Female","%","65.9"
"Percentage Aged 15-64","2022","Naul, Co Dublin","Both sexes","%","68.4"
"Percentage Aged 15-64","2022","Naul, Co Dublin","Male","%","68.6"
"Percentage Aged 15-64","2022","Naul, Co Dublin","Female","%","68.2"
"Percentage Aged 15-64","2022","Oldtown, Co Dublin","Both sexes","%","64.1"
"Percentage Aged 15-64","2022","Oldtown, Co Dublin","Male","%","61.1"
"Percentage Aged 15-64","2022","Oldtown, Co Dublin","Female","%","67.3"
"Percentage Aged 15-64","2022","Garristown, Co Dublin","Both sexes","%","68.2"
"Percentage Aged 15-64","2022","Garristown, Co Dublin","Male","%","68.6"
"Percentage Aged 15-64","2022","Garristown, Co Dublin","Female","%","67.7"
"Percentage Aged 15-64","2022","Glencullen, Co Dublin","Both sexes","%","65.7"
"Percentage Aged 15-64","2022","Glencullen, Co Dublin","Male","%","66.7"
"Percentage Aged 15-64","2022","Glencullen, Co Dublin","Female","%","64.7"
"Percentage Aged 15-64","2022","Leixlip, Co Kildare","Both sexes","%","63.8"
"Percentage Aged 15-64","2022","Leixlip, Co Kildare","Male","%","64.1"
"Percentage Aged 15-64","2022","Leixlip, Co Kildare","Female","%","63.5"
"Percentage Aged 15-64","2022","Ballyoulster, Co Kildare","Both sexes","%","55.6"
"Percentage Aged 15-64","2022","Ballyoulster, Co Kildare","Male","%","60.5"
"Percentage Aged 15-64","2022","Ballyoulster, Co Kildare","Female","%","51.3"
"Percentage Aged 15-64","2022","Kilteel, Co Kildare","Both sexes","%","62.6"
"Percentage Aged 15-64","2022","Kilteel, Co Kildare","Male","%","62.9"
"Percentage Aged 15-64","2022","Kilteel, Co Kildare","Female","%","62.3"
"Percentage Aged 15-64","2022","Celbridge, Co Kildare","Both sexes","%","68.2"
"Percentage Aged 15-64","2022","Celbridge, Co Kildare","Male","%","67.9"
"Percentage Aged 15-64","2022","Celbridge, Co Kildare","Female","%","68.5"
"Percentage Aged 15-64","2022","Kill, Co Kildare","Both sexes","%","63.8"
"Percentage Aged 15-64","2022","Kill, Co Kildare","Male","%","63.3"
"Percentage Aged 15-64","2022","Kill, Co Kildare","Female","%","64.1"
"Percentage Aged 15-64","2022","Maynooth, Co Kildare","Both sexes","%","72.4"
"Percentage Aged 15-64","2022","Maynooth, Co Kildare","Male","%","72.3"
"Percentage Aged 15-64","2022","Maynooth, Co Kildare","Female","%","72.4"
"Percentage Aged 15-64","2022","Ballymore Eustace, Co Kildare","Both sexes","%","63.1"
"Percentage Aged 15-64","2022","Ballymore Eustace, Co Kildare","Male","%","64.4"
"Percentage Aged 15-64","2022","Ballymore Eustace, Co Kildare","Female","%","62"
"Percentage Aged 15-64","2022","Straffan, Co Kildare","Both sexes","%","60.7"
"Percentage Aged 15-64","2022","Straffan, Co Kildare","Male","%","60.6"
"Percentage Aged 15-64","2022","Straffan, Co Kildare","Female","%","60.8"
"Percentage Aged 15-64","2022","Johnstown, Co Kildare","Both sexes","%","71.1"
"Percentage Aged 15-64","2022","Johnstown, Co Kildare","Male","%","70.5"
"Percentage Aged 15-64","2022","Johnstown, Co Kildare","Female","%","71.6"
"Percentage Aged 15-64","2022","Naas, Co Kildare","Both sexes","%","67.2"
"Percentage Aged 15-64","2022","Naas, Co Kildare","Male","%","67.5"
"Percentage Aged 15-64","2022","Naas, Co Kildare","Female","%","66.8"
"Percentage Aged 15-64","2022","Sallins, Co Kildare","Both sexes","%","70.6"
"Percentage Aged 15-64","2022","Sallins, Co Kildare","Male","%","70.8"
"Percentage Aged 15-64","2022","Sallins, Co Kildare","Female","%","70.5"
"Percentage Aged 15-64","2022","Kilcock, Counties Kildare & Meath","Both sexes","%","67.3"
"Percentage Aged 15-64","2022","Kilcock, Counties Kildare & Meath","Male","%","67.3"
"Percentage Aged 15-64","2022","Kilcock, Counties Kildare & Meath","Female","%","67.4"
"Percentage Aged 15-64","2022","Rathcoffey, Co Kildare","Both sexes","%","63.6"
"Percentage Aged 15-64","2022","Rathcoffey, Co Kildare","Male","%","60.4"
"Percentage Aged 15-64","2022","Rathcoffey, Co Kildare","Female","%","66.7"
"Percentage Aged 15-64","2022","Brannockstown, Co Kildare","Both sexes","%","61.3"
